PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,52,1,O,30,6,1974,3,O,7292,.,.,.,1
SA,5,f,53,1,O,30,6,1974,3,O,7318,.,.,.,1
SA,5,f,54,1,O,30,6,1974,3,O,6581,.,.,.,1
SA,5,f,55,1,O,30,6,1974,3,O,5891,.,.,.,1
SA,5,f,56,1,O,30,6,1974,3,O,5967,.,.,.,1
SA,5,f,57,1,O,30,6,1974,3,O,5835,.,.,.,1
SA,5,f,58,1,O,30,6,1974,3,O,5827,.,.,.,1
SA,5,f,59,1,O,30,6,1974,3,O,5932,.,.,.,1
SA,5,f,60,1,O,30,6,1974,3,O,5983,.,.,.,1
SA,5,f,61,1,O,30,6,1974,3,O,5748,.,.,.,1
SA,5,f,62,1,O,30,6,1974,3,O,5510,.,.,.,1
SA,5,f,63,1,O,30,6,1974,3,O,5525,.,.,.,1
SA,5,f,64,1,O,30,6,1974,3,O,4975,.,.,.,1
SA,5,f,65,1,O,30,6,1974,3,O,4813,.,.,.,1
SA,5,f,66,1,O,30,6,1974,3,O,4697,.,.,.,1
SA,5,f,67,1,O,30,6,1974,3,O,4165,.,.,.,1
SA,5,f,68,1,O,30,6,1974,3,O,4176,.,.,.,1
SA,5,f,69,1,O,30,6,1974,3,O,3915,.,.,.,1
SA,5,f,70,1,O,30,6,1974,3,O,3559,.,.,.,1
SA,5,f,71,1,O,30,6,1974,3,O,3299,.,.,.,1
SA,5,f,72,1,O,30,6,1974,3,O,3236,.,.,.,1
SA,5,f,73,1,O,30,6,1974,3,O,3307,.,.,.,1
SA,5,f,74,1,O,30,6,1974,3,O,3216,.,.,.,1
SA,5,f,75,1,O,30,6,1974,3,O,2725,.,.,.,1
SA,5,f,76,1,O,30,6,1974,3,O,2577,.,.,.,1
SA,5,f,77,1,O,30,6,1974,3,O,2513,.,.,.,1
SA,5,f,78,1,O,30,6,1974,3,O,2496,.,.,.,1
SA,5,f,79,1,O,30,6,1974,3,O,2191,.,.,.,1
SA,5,f,80,1,O,30,6,1974,3,O,2089,.,.,.,1
SA,5,f,81,1,O,30,6,1974,3,O,1926,.,.,.,1
SA,5,f,82,1,O,30,6,1974,3,O,1760,.,.,.,1
SA,5,f,83,1,O,30,6,1974,3,O,1552,.,.,.,1
